ID,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,"N.Asset/N.Premium
(2 yeara ago)",Y0,Y
2011_R 11573,323,29,-30,46,112,2.2,17,8,91,24,0,-15,-19,13098,3858,3.395023328,1,pos
2012_R 11573,285,71,179,1,98,4.7,15,8,122,26,-25,-28,-23,15104,10774,1.401893447,1,pos
2013_11573,343,44,-32,29,89,3,11,11,93,17,6,-26,-24,16773,7359,2.279249898,0,neg
2014_11573,424,59,36,40,88,6.2,1,-32,82,28,12,8,27,16960,10025,1.691770574,0,neg
2014_R 11573,573,74,26,51,124,5.3,-25,-58,125,43,30,18,60,12543,9266,1.353658537,0,neg
2015_M R 11573,931,247,64,61,105,7.3,3,-5,142,62,68,67,278,14681,36193,0.405630923,0,neg
2016_R 11573,1473,600,-13,110,97,6,-64,-64,173,164,86,128,435,5249,31504,0.166613763,0,neg
2017_11573,437,108,-55,14,118,5.7,149,-66,148,29,201,113,9,13052,14128,0.923839185,0,neg
2006_26379,147,128,31,2,72,4.1,18,18,42,1,-7,-2,-19,18372,23449,0.783487569,0,neg
2006_R 26379,147,128,31,2,72,4.1,18,18,42,1,2,-1,-13,18372,23449,0.783487569,1,pos
2007_26379,102,90,-18,1,74,4.4,16,16,38,1,5,1,-4,21392,19312,1.107705054,1,pos
2008_26379,61,55,-37,0,74,4.8,4,4,34,1,1,4,-2,22236,12186,1.824716888,1,pos
2009_26379,55,49,-18,1,73,4.6,-8,-8,30,2,-2,-2,-1,20466,5836.551648,3.506522555,1,pos
2011_R 26379,46,45,1,0,90,2.8,-5,-5,32,3,2,3,7,17167,7741,2.217672135,1,pos
2012_26379,58,57,22,0,91,2.6,-4,-4,33,4,1,3,8,16406,9412,1.743093923,1,pos
2013_26379,60,60,5,0,84,2.7,1,1,32,5,2,3,5,16583,9881,1.67827143,1,pos
2014_26379,46,46,-5,0,81,2.6,24,24,17,4,-3,0,1,20615,9392,2.194953152,1,pos
2015_26379,46,45,0,0,77,1.8,1,1,15,5,0,-3,1,20877,9363,2.22973406,1,pos
2016_26379,43,43,-1,0,75,1.5,4,4,18,6,0,1,1,21639,9308,2.324774388,1,pos
2017_26379,44,40,-1,0,77,1.1,7,4,53,4,0,0,-63,23071,9214,2.503907098,1,pos
2008_M R 22667,400,65,-10,0,68,4.7,17,18,121,10,-24,-35,-42,1976240,1281222,1.542464928,1,pos
2009_22667,448,58,-20,0,66,3.9,-9,-4,140,10,-10,-29,-32,1789640,511257.5253,3.500466813,0,neg
2011_22667,439,65,15,0,68,3.7,-2,-2,152,10,-5,-8,-5,1971502,1285305,1.533878729,0,neg
2012_22667,454,79,22,0,61,9.6,1,1,174,11,-2,-8,21,2000242,1572332,1.272149902,1,pos
2013_22667,394,68,5,0,77,2.8,21,21,147,12,1,-1,4,2425815,1658027,1.463073279,1,pos
2014_22667,374,60,-3,0,80,5.8,10,9,140,12,-4,-4,-7,2676990,1610826,1.661874094,0,neg
2015_22667,338,55,3,0,70,3.7,12,11,135,11,1,-4,-6,2992907,1656534,1.806728386,1,pos
2016_22667,430,68,6,0,78,4,-14,-14,147,14,-1,0,-5,2578818,1760451,1.464862129,1,pos
2017_22667,380,66,5,0,82,3.5,9,9,144,15,1,1,1,2812366,1848617,1.521335139,0,neg
2006_22705,1,1,-32,0,195,9.1,52,52,119,0,0,-10,0,123294,744,165.7177419,0,neg
2006_22667,523,113,4,0,89,4,44,19,128,13,5,31,-25,1272774,1434359,0.887346892,1,pos
2007_M R 22667,427,84,-1,0,77,4.2,31,34,127,11,-8,3,-32,1688067,1416617,1.191618483,1,pos
2006_20702,184,15,4,0,71,4.3,2,2,34,2,0,2,-3,53079,7795,6.809364978,1,pos
2007_20702,216,14,-1,0,55,5,5,5,34,2,-1,0,-5,55650,7699,7.228211456,1,pos
2008_20702,218,12,-10,0,35,5.4,5,5,42,2,-4,-5,-8,58608,6963,8.417061611,1,pos
2009_20702,160,9,-20,0,29,5.1,5,5,39,2,-2,-5,-5,61303,17495.62857,3.503903832,1,pos
2011_20702,145,11,15,0,41,3.9,4,4,39,2,-1,-1,0,66158,6985,9.471438797,1,pos
